极速高清,#genre#
史诗战争,http://ahjtv.top/t/huya.php?id=11342435
黑帮,http://ahjtv.top/t/huya.php?id=11336719
丧尸2,http://ahjtv.top/t/huya.php?id=11342422
粤语港片,http://ahjtv.top/t/huya.php?id=11352894
钢铁侠,http://ahjtv.top/t/huya.php?id=11602034
机甲电影,http://ahjtv.top/t/huya.php?id=11352876
猎奇电影,http://ahjtv.top/t/huya.php?id=11601970
韩国电影,http://ahjtv.top/t/huya.php?id=11352880
欧美特工,http://ahjtv.top/t/huya.php?id=11602069
王子变青蛙,http://ahjtv.top/t/huya.php?id=11352960
我的前半生,http://ahjtv.top/t/huya.php?id=11601971
新神雕侠侣古天乐,http://ahjtv.top/t/huya.php?id=11352878
我们结婚吧,http://ahjtv.top/t/huya.php?id=11342394
极品家丁,http://ahjtv.top/t/huya.php?id=11352884
血色浪漫,http://ahjtv.top/t/huya.php?id=11602055
花千骨,http://ahjtv.top/t/huya.php?id=11602058
聊斋志异,http://ahjtv.top/t/huya.php?id=11602054
高分韩剧,http://ahjtv.top/t/huya.php?id=11352903
射雕英雄传朱茵,http://ahjtv.top/t/huya.php?id=11342438
欢喜密探,http://ahjtv.top/t/huya.php?id=11336590
黑洞,http://ahjtv.top/t/huya.php?id=11602088
韩剧探案,http://ahjtv.top/t/huya.php?id=11336725
我非英雄,http://ahjtv.top/t/huya.php?id=19524135
勇敢的心,http://ahjtv.top/t/huya.php?id=11602037
极限男人帮,http://ahjtv.top/t/huya.php?id=11352914
奔跑吧兄弟,http://ahjtv.top/t/huya.php?id=11601972
向往的生活,http://ahjtv.top/t/huya.php?id=11342436
Running Man,http://ahjtv.top/t/huya.php?id=11352883
明星大侦探,http://ahjtv.top/t/huya.php?id=11336579
相声小品,http://ahjtv.top/t/huya.php?id=11336593
王牌对王牌,http://ahjtv.top/t/huya.php?id=11601961
变形记,http://ahjtv.top/t/huya.php?id=11352966
笑傲江湖,http://ahjtv.top/t/huya.php?id=11352937
中国达人秀,http://ahjtv.top/t/huya.php?id=11602047
恐怖短片,http://ahjtv.top/t/huya.php?id=17098448
小虎牙,http://ahjtv.top/t/huya.php?id=17904870
阿斗归来了,http://ahjtv.top/t/huya.php?id=adgll
陈翔六点半,http://ahjtv.top/t/huya.php?id=cxldb
扁豆看电影,http://ahjtv.top/t/huya.php?id=bdcmovie
科幻五分钟,http://ahjtv.top/t/huya.php?id=kh1905
恐怖地带,http://ahjtv.top/t/huya.php?id=16741179
加勒比海盗,http://ahjtv.top/t/huya.php?id=11602046
指环王,http://ahjtv.top/t/huya.php?id=11352916
哈利波特,http://ahjtv.top/t/huya.php?id=11352906
电锯惊魂,http://ahjtv.top/t/huya.php?id=11342437
最佳拍档,http://ahjtv.top/t/huya.php?id=11342397
金庸电影,http://ahjtv.top/t/huya.php?id=11352897
热血高校,http://ahjtv.top/t/huya.php?id=11342402
许氏电影,http://ahjtv.top/t/huya.php?id=11602033
第一滴血,http://ahjtv.top/t/huya.php?id=11352934
小丑电影,http://ahjtv.top/t/huya.php?id=11352941
外国电影,http://ahjtv.top/t/huya.php?id=11342428
游戏改编电影,http://ahjtv.top/t/huya.php?id=10871113
奥斯卡提名,http://ahjtv.top/t/huya.php?id=11352969
黑夜传说,http://ahjtv.top/t/huya.php?id=11352881
开心鬼,http://ahjtv.top/t/huya.php?id=11342388
恐怖游戏,http://ahjtv.top/t/huya.php?id=17023374
权力的游戏,http://ahjtv.top/t/huya.php?id=qiaowoshuoplay
南西视频,http://ahjtv.top/t/huya.php?id=16913382
狗哥吃火锅,http://ahjtv.top/t/huya.php?id=17269326
麦子的球迷,http://ahjtv.top/t/huya.php?id=16162176
乔我说动漫,http://ahjtv.top/t/huya.php?id=qiaowoshuo
猫眼下的鱼,http://ahjtv.top/t/huya.php?id=20236200
小丽说电影,http://ahjtv.top/t/huya.php?id=20056437
吃货小伟,http://ahjtv.top/t/huya.php?id=18064987
音乐小石榴,http://ahjtv.top/t/huya.php?id=17091681
阿皮快看,http://ahjtv.top/t/huya.php?id=17013162
军事视频,http://ahjtv.top/t/huya.php?id=15824466
胖仙看王者,http://ahjtv.top/t/huya.php?id=2688
舌尖上的中国,http://ahjtv.top/t/huya.php?id=11352955
还珠格格,http://ahjtv.top/t/huya.php?id=11342415
天龙八部胡军,http://ahjtv.top/t/huya.php?id=11602036
新倚天屠龙记,http://ahjtv.top/t/huya.php?id=11602067
韩剧剧场,http://ahjtv.top/t/huya.php?id=11352904
欢乐颂,http://ahjtv.top/t/huya.php?id=11601979
法证先锋,http://ahjtv.top/t/huya.php?id=11342398
神话,http://ahjtv.top/t/huya.php?id=11602074
医馆笑传,http://ahjtv.top/t/huya.php?id=11352891
情满四合院,http://ahjtv.top/t/huya.php?id=11342426
父母爱情,http://ahjtv.top/t/huya.php?id=11352920
毛骗,http://ahjtv.top/t/huya.php?id=11352912
都挺好,http://ahjtv.top/t/huya.php?id=11602084
影视新起点,http://ahjtv.top/t/huya.php?id=16102581
嫦娥撩电影,http://ahjtv.top/t/huya.php?id=18201106
猎影派,http://ahjtv.top/t/huya.php?id=16099968
方头人讲故事,http://ahjtv.top/t/huya.php?id=16604314
比尔电影,http://ahjtv.top/t/huya.php?id=17227870
正经的瓜皮酱,http://ahjtv.top/t/huya.php?id=19810875
沫漾电影,http://ahjtv.top/t/huya.php?id=15556391
春寒一夜,http://ahjtv.top/t/huya.php?id=20702189
影音炫客,http://ahjtv.top/t/huya.php?id=17811579
虎妞说电影,http://ahjtv.top/t/huya.php?id=20343144
雷舌电影,http://ahjtv.top/t/huya.php?id=18368038
关灯看大片,http://ahjtv.top/t/huya.php?id=16135863
电影充电站,http://ahjtv.top/t/huya.php?id=20064385
HuYa黑帮系列,http://ahjtv.top/t/huya.php?id=11336719
HuYa女神系列,http://ahjtv.top/t/huya.php?id=11336571
HuYa搞笑港片,http://ahjtv.top/t/huya.php?id=11601960
HuYa喜剧片,http://ahjtv.top/t/huya.php?id=11602044
HuYa赌片,http://ahjtv.top/t/huya.php?id=11342399
HuYa飞车片,http://ahjtv.top/t/huya.php?id=11279247
HuYa警匪片,http://ahjtv.top/t/huya.php?id=11352886

埋堆堆,#genre#
埋堆堆01,http://121.12.115.156/tx.hls.huya.com/src/1199561226091-1199561226091-5434639045542019072-2399122575638-10057-A-0-1.m3u8

埋堆堆02,http://121.12.115.156/tx.hls.huya.com/src/1199561276763-1199561276763-5434856680124841984-2399122676982-10057-A-0-1.m3u8


埋堆堆03,http://121.12.115.156/tx.hls.huya.com/src/1199561219773-1199561219773-5434611909938642944-2399122563002-10057-A-0-1.m3u8


埋堆堆04,http://121.12.115.156/tx.hls.huya.com/src/1199563459241-1199563459241-5444230351759081472-2399127041938-10057-A-0-1.m3u8


埋堆堆05,http://121.12.115.156/tx.hls.huya.com/src/1199563478941-1199563478941-5444314962614812672-2399127081338-10057-A-0-1.m3u8


埋堆堆06,http://121.12.115.156/tx.hls.huya.com/src/1199561223711-1199561223711-5434628823519854592-2399122570878-10057-A-0-1.m3u8


埋堆堆07,http://121.12.115.156/tx.hls.huya.com/src/1199564000752-1199564000752-5446556123794505728-2399128124960-10057-A-0-1.m3u8


埋堆堆08,http://121.12.115.156/tx.hls.huya.com/src/1199563995848-1199563995848-5446535061274886144-2399128115152-10057-A-0-1.m3u8


埋堆堆09,http://121.12.115.156/tx.hls.huya.com/src/1199563493628-1199563493628-5444378042799489024-2399127110712-10057-A-0-1.m3u8


埋堆堆10,http://121.12.115.156/tx.hls.huya.com/src/1199563478721-1199563478721-5444314017722007552-2399127080898-10057-A-0-1.m3u8


埋堆堆11,http://121.12.115.156/tx.hls.huya.com/src/1199561463578-1199561463578-5435659044440244224-2399123050612-10057-A-0-1.m3u8


埋堆堆12,http://121.12.115.156/tx.hls.huya.com/src/1199561245453-1199561245453-5434722204698804224-2399122614362-10057-A-0-1.m3u8


埋堆堆13,http://121.12.115.156/tx.hls.huya.com/src/1199564003640-1199564003640-5446568527660056576-2399128130736-10057-A-0-1.m3u8


埋堆堆14,http://121.12.115.156/tx.hls.huya.com/src/1199561153241-1199561153241-5434326157174505472-2399122429938-10057-A-0-1.m3u8


埋堆堆16,http://121.12.115.156/tx.hls.huya.com/src/1199561241049-1199561241049-5434703289662832640-2399122605554-10057-A-0-1.m3u8


埋堆堆17,http://121.12.115.156/tx.hls.huya.com/src/1199561179116-1199561179116-5434437289453289472-2399122481688-10057-A-0-1.m3u8


埋堆堆18,http://121.12.115.156/tx.hls.huya.com/src/1199561185543-1199561185543-5434464893208100864-2399122494542-10057-A-0-1.m3u8


埋堆堆19,http://121.12.115.156/tx.hls.huya.com/src/1199563478867-1199563478867-5444314644787232768-2399127081190-10057-A-0-1.m3u8


埋堆堆20,http://121.12.115.156/tx.hls.huya.com/src/1199564060588-1199564060588-5446813117457629184-2399128244632-10057-A-0-1.m3u8


埋堆堆21,http://121.12.115.156/tx.hls.huya.com/src/1199563481280-1199563481280-5444325008543318016-2399127086016-10057-A-0-1.m3u8


埋堆堆22,http://121.12.115.156/tx.hls.huya.com/src/1199561185548-1199561185548-5434464914682937344-2399122494552-10057-A-0-1.m3u8


埋堆堆23,http://121.12.115.156/tx.hls.huya.com/src/1199563492830-1199563492830-5444374615415586816-2399127109116-10057-A-0-1.m3u8


埋堆堆24,http://121.12.115.156/tx.hls.huya.com/src/1199563484986-1199563484986-5444340925692116992-2399127093428-10057-A-0-1.m3u8


埋堆堆25,http://121.12.115.156/tx.hls.huya.com/src/1199561217760-1199561217760-5434603264169476096-2399122558976-10057-A-0-1.m3u8


埋堆堆26,http://121.12.115.156/tx.hls.huya.com/src/1199563486009-1199563486009-5444345319443660800-2399127095474-10057-A-0-1.m3u8


埋堆堆27,http://121.12.115.156/tx.hls.huya.com/src/1199563491091-1199563491091-5444367146467459072-2399127105638-10057-A-0-1.m3u8


埋堆堆28,http://121.12.115.156/tx.hls.huya.com/src/1199563478540-1199563478540-5444313240332926976-2399127080536-10057-A-0-1.m3u8


埋堆堆29,http://121.12.115.156/tx.hls.huya.com/src/1199561235975-1199561235975-5434681496998772736-2399122595406-10057-A-0-1.m3u8


埋堆堆30,http://121.12.115.156/tx.hls.huya.com/src/1199561240999-1199561240999-5434703074914467840-2399122605454-10057-A-0-1.m3u8


埋堆堆31,http://121.12.115.156/tx.hls.huya.com/src/1199563461114-1199563461114-5444238396232826880-2399127045684-10057-A-0-1.m3u8


埋堆堆32,http://121.12.115.156/tx.hls.huya.com/src/1199563489752-1199563489752-5444361395506249728-2399127102960-10057-A-0-1.m3u8


埋堆堆33,http://121.12.115.156/tx.hls.huya.com/src/1199561181108-1199561181108-5434445845028143104-2399122485672-10057-A-0-1.m3u8


埋堆堆34,http://121.12.115.156/tx.hls.huya.com/src/1199561277675-1199561277675-5434860597135015936-2399122678806-10057-A-0-1.m3u8


埋堆堆35,http://121.12.115.156/tx.hls.huya.com/src/1199561176240-1199561176240-5434424937127346176-2399122475936-10057-A-0-1.m3u8


埋堆堆36,http://121.12.115.156/tx.hls.huya.com/src/1199563459301-1199563459301-5444230609457119232-2399127042058-10057-A-0-1.m3u8


埋堆堆37,http://121.12.115.156/tx.hls.huya.com/src/1199561277694-1199561277694-5434860678739394560-2399122678844-10057-A-0-1.m3u8


埋堆堆38,http://121.12.115.156/tx.hls.huya.com/src/1199561179151-1199561179151-5434437439777144832-2399122481758-10057-A-0-1.m3u8


埋堆堆39,http://121.12.115.156/tx.hls.huya.com/src/1199563483195-1199563483195-5444333233405689856-2399127089846-10057-A-0-1.m3u8


埋堆堆40,http://121.12.115.156/tx.hls.huya.com/src/1199563452505-1199563452505-5444201420859375616-2399127028466-10057-A-0-1.m3u8


埋堆堆41,http://121.12.115.156/tx.hls.huya.com/src/1199563479483-1199563479483-5444317290487087104-2399127082422-10057-A-0-1.m3u8


埋堆堆42,http://121.12.115.156/tx.hls.huya.com/src/1199561278783-1199561278783-5434865355958779904-2399122681022-10057-A-0-1.m3u8


埋堆堆43,http://121.12.115.156/tx.hls.huya.com/src/1199561277724-1199561277724-5434860807588413440-2399122678904-10057-A-0-1.m3u8


埋堆堆44,http://121.12.115.156/tx.hls.huya.com/src/1199563491137-1199563491137-5444367344035954688-2399127105730-10057-A-0-1.m3u8


埋堆堆45,http://121.12.115.156/tx.hls.huya.com/src/1199561277686-1199561277686-5434860644379656192-2399122678828-10057-A-0-1.m3u8


埋堆堆46,http://121.12.115.156/tx.hls.huya.com/src/1199561223732-1199561223732-5434628913714167808-2399122570920-10057-A-0-1.m3u8


埋堆堆47,http://121.12.115.156/tx.hls.huya.com/src/1199561391895-1199561391895-5435351168299565056-2399122907246-10057-A-0-1.m3u8


埋堆堆48,http://121.12.115.156/tx.hls.huya.com/src/1199563489431-1199563489431-5444360016821747712-2399127102318-10057-A-0-1.m3u8


埋堆堆49,http://121.12.115.156/tx.hls.huya.com/src/1199561277677-1199561277677-5434860605724950528-2399122678810-10057-A-0-1.m3u8


埋堆堆50,http://121.12.115.156/tx.hls.huya.com/src/1199561240090-1199561240090-5434699170789195776-2399122603636-10057-A-0-1.m3u8


埋堆堆51,http://121.12.115.156/tx.hls.huya.com/src/1199561178473-1199561178473-5434434527789318144-2399122480402-10057-A-0-1.m3u8


埋堆堆52,http://121.12.115.156/tx.hls.huya.com/src/1199563481163-1199563481163-5444324506032144384-2399127085782-10057-A-0-1.m3u8


埋堆堆53,http://121.12.115.156/tx.hls.huya.com/src/1199564067003-1199564067003-5446840669672833024-2399128257462-10057-A-0-1.m3u8


埋堆堆54,http://121.12.115.156/tx.hls.huya.com/src/1199563551865-1199563551865-5444628168809906176-2399127227186-10057-A-0-1.m3u8


埋堆堆55,http://121.12.115.156/tx.hls.huya.com/src/1199561240111-1199561240111-5434699260983508992-2399122603678-10057-A-0-1.m3u8


埋堆堆56,http://121.12.115.156/tx.hls.huya.com/src/1199561152145-1199561152145-5434321449890349056-2399122427746-10057-A-0-1.m3u8


埋堆堆57,http://121.12.115.156/tx.hls.huya.com/src/1199563452337-1199563452337-5444200699304869888-2399127028130-10057-A-0-1.m3u8


埋堆堆58,http://121.12.115.156/tx.hls.huya.com/src/1199561176260-1199561176260-5434425023026692096-2399122475976-10057-A-0-1.m3u8


埋堆堆59,http://121.12.115.156/tx.hls.huya.com/src/1199561462555-1199561462555-5435654650688700416-2399123048566-10057-A-0-1.m3u8


埋堆堆60,http://121.12.115.156/tx.hls.huya.com/src/1199563479466-1199563479466-5444317217472643072-2399127082388-10057-A-0-1.m3u8


埋堆堆61,http://121.12.115.156/tx.hls.huya.com/src/1199561153167-1199561153167-5434325839346925568-2399122429790-10057-A-0-1.m3u8


埋堆堆63,http://121.12.115.156/tx.hls.huya.com/src/1199561182641-1199561182641-5434452429213007872-2399122488738-10057-A-0-1.m3u8


埋堆堆64,http://121.12.115.156/tx.hls.huya.com/src/1199561177177-1199561177177-5434428961511702528-2399122477810-10057-A-0-1.m3u8


埋堆堆65,http://121.12.115.156/tx.hls.huya.com/src/1199563564801-1199563564801-5444683728506847232-2399127253058-10057-A-0-1.m3u8


埋堆堆66,http://121.12.115.156/tx.hls.huya.com/src/1199563488528-1199563488528-5444356138466279424-2399127100512-10057-A-0-1.m3u8


埋堆堆67,http://121.12.115.156/tx.hls.huya.com/src/1199561181026-1199561181026-5434445492840824832-2399122485508-10057-A-0-1.m3u8


埋堆堆68,http://121.12.115.156/tx.hls.huya.com/src/1199561158071-1199561158071-5434346901866545152-2399122439598-10057-A-0-1.m3u8

影视,#genre#
情景喜剧,http://111.19.218.41/r/baiducdncmn2.inter.ptqy.gitv.tv/tslive/c55_lb_145_300_t10/c55_lb_145_300_t10.m3u8
热播影视,http://111.19.218.41/r/baiducdncmn2.inter.ptqy.gitv.tv/tslive/c57_lb_274_720P_t10/c57_lb_274_720P_t10.m3u8
仙侠玄幻,http://111.19.218.41/r/baiducdncmn2.inter.ptqy.gitv.tv/tslive/c55_lb_148_300_t10/c55_lb_148_300_t10.m3u8
NBATV,mitv://fccseuro.pvbox.live:18912/5b593bea000144c6daeee1360e5f80f7
rtsp://223.245.249.168/PLTV/88888889/224/3221225848/10000100000000060000000000914066_0.smil
华语电影,http://tx2play1.douyucdn.cn/live/85894rmovieChow.flv
星爷电影,http://tx2play1.douyucdn.cn/live/122402rK7MO9bXSq.flv
华侨电影,https://cn-jswx2-cmcc-live-01.bilivideo.com/live-bvc/805359/live_362963326_14864388.m3u8
最美HD影院,http://hpull.kktv8.com/livekktv/111536805/playlist.m3u8
kk经典电影,http://hpull.kktv8.com/livekktv/99350550/playlist.m3u8
kk经典,http://hpull.kktv8.com/livekktv/104621340/playlist.m3u8
玄幻影院,https://tx.liveplay.live.kugou.com/live/fx_hifi_1308614369_avc.m3u8
邵氏老电影,https://cn-sdjn2-cmcc-live-01.bilivideo.com/live-bvc/703359/live_97065163_17925468_1500.m3u8#https://cn-jxnc-cmcc-live-02.bilivideo.com/live-bvc/817178/live_97065163_17925468.m3u8
电影1_b站,https://cn-jswx2-cmcc-live-01.bilivideo.com/live-bvc/485022/live_416544064_58389145.m3u8
电影2_b站,https://cn-jswx2-cmcc-live-01.bilivideo.com/live-bvc/557219/live_362963326_14864388.m3u8
金马影院,http://hpull.kktv8.com/livekktv/128600025/playlist.m3u8
金马影院①️,http://hpull.kktv8.com/livekktv/99350550/playlist.m3u8
影视1HD,http://39.134.182.236/PLTV/88888888/224/3221226245/index.m3u8
影视2少儿HD,http://39.134.182.236/PLTV/88888888/224/3221226178/index.m3u8
影视3HD,http://39.134.182.236/PLTV/88888888/224/3221226179/index.m3u8
高青影视,http://livealone302.iqilu.com/gaoqing/gaoqing_tv02.m3u8
邵氏电影,http://cn-sdjn2-cu-live-01.bilivideo.com/live-bvc/501160/live_97065163_17925468_1500.m3u8 
金马影院,http://hpull.kktv8.com/livekktv/128600025/playlist.m3u8
峨眉电影,http://39.134.198.34:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-business/live/scem/index.m3u8?IAS
亚洲影院,http://101.71.255.229:6610/zjhs/2/10052/z.m3u8?ZTEUPSTREAM=1&IASHttpSessionId=SLB4328320190321203540013412&m3u8_level=2&ztecid=10052&virtualDomain=zjhs.live_hls.zte.com&ispcode=3&tid=C3V7K4ET1VFDUJY6C1IASRV55G66&ts=1553493153
亚洲影院,http://101.71.255.229:6610/zjhs/2/10052/z.m3u8?ZTEUPSTREAM=1&IASHttppSessionId=SLB4328320190321203540013412&m3u8_level=2&ztecid=10052&virtualDomain=zzjhs.live_hls.zte.com&ispcode=3&tid=C3V7K4ET1VFDUJY6C1IASRV55G66&ts=1553493153
娱乐,http://125.210.152.21:9120/live/GQYL.m3u8
欧美影院,http://101.71.255.229:6610/zjhs/2/10037/z.m3u8?ZTEUPSTREAM=1&IASHttpSessionId=SLB4328320190321203540013412&m3u8_level=2&ztecid=10037&virtualDomain=zjhs.live_hls.zte.com&ispcode=3&tid=Q894B3E8EEZ3T19UG09L8B03GSWB&ts=1553493266
CHC动作电影 8M1080,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226465/index.m3u8
CHC家庭影院 8M1080,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226462/index.m3u8
CHC电影 8M1080,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226463/index.m3u8
KiD电影一台,http://101.71.255.229:6610/zjhs/2/10052/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
KiD电影二台,http://101.71.255.229:6610/zjhs/2/10037/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
影视O,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221226708/index.m3u8
影视1,http://39.135.53.194/ott.fj.chinamobile.com/PLTV/88888888/224/3221226708/index.m3u8
影视2,http://39.135.53.194/ott.fj.chinamobile.com/PLTV/88888888/224/3221226712/index.m3u8
影视3,http://39.135.53.194/ott.fj.chinamobile.com/PLTV/88888888/224/3221226754/index.m3u8
影视4,http://39.135.53.194/ott.fj.chinamobile.com/PLTV/88888888/224/3221226736/index.m3u8
影视5,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221226736/index.m3u8
影视6,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221226692/index.m3u8
SiTV东方影视,http://39.134.39.39/PLTV/88888888/224/3221226189/index.m3u8
UTV优视影院 576,http://39.134.198.8:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-business/live/SD-1500k-576P-youshiyy/index.m3u8?IAS
UTV家庭影院 576,http://39.134.198.8:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-business/live/SD-1500k-576P-jiatingjc/index.m3u8?IAS
UTV影视精选 576,http://39.134.198.8:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-business/live/SD-1500k-576P-dongzuody/index.m3u8?IAS
UTV电影天地 576,http://39.134.198.8:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-business/live/SD-1500k-576P-dianyingtd/index.m3u8?IAS
UTV第一电影 576,http://39.134.198.8:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-business/live/SD-1500k-576P-diyidy/index.m3u8?IAS
UTV经典影视 576,http://39.134.198.8:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-business/live/SD-1500k-576P-jingdianys/index.m3u8?IAS
家庭大众,http://itv.ahau.edu.cn/hls/hls75a27.m3u8#http://hdtv.haust.edu.cn/hls/hls75a27.m3u8
家庭影院,http://itv.ahau.edu.cn/hls/hls75a29.m3u8#http://hdtv.haust.edu.cn/hls/hls75a29.m3u8
家庭亚洲,http://itv.ahau.edu.cn/hls/hls30.m3u8#http://hdtv.haust.edu.cn/hls/hls30.m3u8
家庭劲爆,http://itv.ahau.edu.cn/hls/hls155.m3u8#http://hdtv.haust.edu.cn/hls/hls155.m3u8
家庭喜剧,http://itv.ahau.edu.cn/hls/hls147.m3u8#http://hdtv.haust.edu.cn/hls/hls147.m3u8
G+TV华语电影,http://39.135.9.77/gz.ucdn.10086.cn/PLTV/88888888/224/3221225787/1/index.m3u8?fmt=ts2hls
G+TV海外佳片,http://39.135.9.77/gz.ucdn.10086.cn/PLTV/88888888/224/3221225786/1/index.m3u8?fmt=ts2hls
G+TV4K,http://39.135.10.66/gz.ucdn.10086.cn/PLTV/88888888/224/3221226019/1/index.m3u8?fmt=ts2hls
BESTV 4K,http://112.17.40.140/PLTV/88888888/224/3221226718/index.m3u8#http://117.148.187.46/PLTV/88888888/224/3221226718/index.m3u8
纯享4K,http://39.134.115.163:8080/PLTV/88888910/224/3221225786/index.m3u8#http://ott.fj.chinamobile.com/PLTV/88888888/224/3221226825/1.m3u8
爱上4k,http://39.134.24.220/PLTV/88888888/224/3221226005/index.m3u8
CHC高清电影,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226463/index.m3u8


CHC动作电影,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226465/index.m3u8


CHC家庭影院,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226462/index.m3u8


求索记录HD,http://39.134.66.2/PLTV/88888888/224/3221225713/index.m3u8


求索生活HD,http://39.134.66.2/PLTV/88888888/224/3221225715/index.m3u8


求索科学HD,http://39.134.66.2/PLTV/88888888/224/3221225728/index.m3u8


求索动物HD,http://39.134.66.2/PLTV/88888888/224/3221225730/index.m3u8


淘电影,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226552/1.m3u8


黑莓电影,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221225927/1.m3u8#http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226292/1.m3u8


金庸频道,http://39.134.216.5/live.hcs.cmvideo.cn:8088/wd_r2/virtuallive/5100181876/150/index.m3u8?&encrypt=


邵氏电影,http://cn-sdjn2-cu-live-01.bilivideo.com/live-bvc/501160/live_97065163_17925468_1500.m3u8#http://42.56.91.136/live-bvc/164219/live_97065163_17925468.m3u8

黑莓电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225743/index.m3u8
NewTV明星大片 4M1080,http://117.148.187.85/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229005/index.m3u8
NewTV明星大片 4M1080,http://117.148.187.46/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229660/index.m3u8
NewTV中国功夫 4M1080,http://117.148.187.85/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229019/index.m3u8
NewTV中国功夫 4M1080,http://117.148.187.52/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229663/index.m3u8
NewTV农业致富 4M1080,http://117.148.187.97/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229029/index.m3u8
NewTV农业致富 4M1080,http://117.148.187.59/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229666/index.m3u8
NewTV惊悚悬疑 4M1080,http://117.148.187.97/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229001/index.m3u8
NewTV惊悚悬疑 4M1080,http://117.148.187.52/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229701/index.m3u8
NewTV搏击 4M1080,http://117.148.187.70/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229041/index.m3u8
NewTV搏击 4M1080,http://117.148.187.45/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229722/index.m3u8
NewTV潮妈辣婆 4M1080,http://117.148.187.97/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229031/index.m3u8
NewTV潮妈辣婆 4M1080,http://117.148.187.51/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229725/index.m3u8
NewTV炫舞未来 4M1080,http://117.148.187.91/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229155/index.m3u8
NewTV炫舞未来 4M1080,http://117.148.187.55/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229669/index.m3u8
NewTV爱情喜剧 4M1080,http://117.148.187.84/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229014/index.m3u8
NewTV爱情喜剧 4M1080,http://117.148.187.40/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229731/index.m3u8
NewTV精品体育 2.5M1080,http://39.134.176.144/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229026/index.m3u8
NewTV精品体育 2.5M1080,http://117.148.187.44/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229719/index.m3u8
NewTV精品纪录 4M1080,http://117.148.187.46/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229013/index.m3u8
NewTV精品纪录 4M1080,http://117.148.187.14/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229707/index.m3u8
NewTV金牌综艺 4M1080,http://117.148.187.85/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229002/index.m3u8
NewTV金牌综艺 4M1080,http://117.148.187.52/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229704/index.m3u8
NewTV健康有约 4M1080,http://39.134.176.144/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229016/index.m3u8
